"ACTOR1","ACTOR2","COUNTRY","EVENT_DATE","EVENT_ID_CNTY","EVENT_TYPE","ISO","LOCATION","NOTES","SUB_EVENT_TYPE","YEAR","annotation_id","annotator","created_at","id","lead_time","max_partviolence","max_secengagement","mmad_issue","mmad_max_scope","mmad_mean_avg_numparticipants","mmad_side","mmd_participants","mmd_participants_category","mmd_protesterdemand_1","mmd_protesterdemand_2","mmd_protesteridentity","mmd_protesterviolence","mmd_protestnumber","mmd_stateresponse_1","mmd_stateresponse_2","navco_camp_goals","navco_damage","navco_fatal_casu","navco_injuries","navco_num_partic_event","navco_nv_categ","navco_nv_commission","navco_nv_concentration","navco_nv_tactic_ns","navco_st_posture","navco_tactic_choice","navco_v_tactic_ns","scad_cgovtarget","scad_escalation","scad_etype","scad_gender_tags","scad_issues_1","scad_issues_2","scad_ndeath","scad_npart","scad_repress","scad_rgovtarget","updated_at"
"Protesters (Poland)","","Poland","2020-10-30","POL1364","Protests",616,"Legnica","On 30 October 2020, about 150 activists, mostly women, gathered for a rally in Legnica, protesting against restrictions of abortions in Poland. The event was coordinated by the Women's Strike.","Peaceful protest",2020,144,"1","2025-07-25T08:25:29.967484Z",1086,115.022,"NA","NA","against:abortion restrictions","national","about 150","anti-gov","about 150","100-999","political_behavior_process","","activisits","no","[{""number"":150}]","ignore","ignore","policy_change","","","","150","protest","commission","concentration","rally","","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","101_to_1000","none","no","2025-07-25T08:25:29.967504Z"
"Protesters (Poland)","","Poland","2020-10-30","POL1398","Protests",616,"Nowy Sacz","On 30 October 2020, activists, mostly women, gathered for a rally in Nowy Sacz protesting against restrictions of abortions in Poland. The event was coordinated by the Women's Strike.","Peaceful protest",2020,145,"1","2025-07-25T08:28:32.952901Z",1087,177.932,"NA","NA","against:abortion restrictions","national","","anti-gov","","","political_behavior_process","","activisits","no","","ignore","","policy_change","","","","","protest","commission","concentration","rally","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","unknown","none","no","2025-07-25T08:28:32.952921Z"
"Protesters (Poland)","","Poland","2020-10-30","POL1434","Protests",616,"Szczecinek","On 30 October 2020, several dozen activists, mostly women, gathered for a rally in Szczecinek, protesting against restrictions of abortions in Poland. The event was coordinated by the Women's Strike.","Peaceful protest",2020,146,"1","2025-07-25T08:31:05.106660Z",1088,148.82,"NA","NA","against:abortion restrictions","national","several dozen","anti-gov","several dozens","50-99","political_behavior_process","","activisits","no","[{""number"":50}]","ignore","","policy_change","","","","several dozens","protest","commission","concentration","rally","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","10_to_100","none","no","2025-07-25T08:31:05.106679Z"
"Protesters (Turkey)","","Turkey","2020-10-29","TUR14061","Protests",792,"Sirnak","On 29 October 2020, a group of women who claim their children were kidnapped by the PKK held a protest outside the HDP's provincial building in Sirnak city center.","Peaceful protest",2020,147,"1","2025-07-25T08:42:13.937613Z",1089,666.203,"NA","NA","against:kidnapping","national","","anti-gov","","","political_behavior_process","","Women","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","unknown","none","no","2025-07-25T08:42:13.937633Z"
"Protesters (Poland)","","Poland","2020-10-26","POL916","Protests",616,"Biala Podlaska","On 26 October 2020, several dozen activists, mostly women, gathered for a rally in Biala Podlaska, protesting against restrictions of abortions in Poland. The event was coordinated by the Women's Strike.","Peaceful protest",2020,148,"1","2025-07-25T08:43:18.117550Z",1090,60.714,"NA","NA","against:abortion restrictions","national","several dozen","anti-gov","several dozens","100-999","political_behavior_process","","activisits","no","","ignore","","policy_change","","","","several dozens","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","10_to_100","non_lethal","no","2025-07-25T08:43:18.117584Z"
"Protesters (Poland)","","Poland","2020-10-25","POL880","Protests",616,"Kedzierzyn-Kozle","On 25 October 2020, about 200 activists, mostly women, gathered for a rally in Kedzierzyn-Kozle, protesting against restrictions of abortions in Poland. The event was coordinated by the Women's Strike.","Peaceful protest",2020,149,"1","2025-07-25T08:44:40.996188Z",1091,72.104,"NA","NA","against:abortion restrictions","national","about 200","anti-gov","about 200","100-999","political_behavior_process","","womens strike","no","[{""number"":199}]","ignore","","policy_change","","","","200","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","female_event","human_rights_democracy","","","101_to_1000","none","no","2025-07-25T08:44:40.996212Z"
"Protesters (Pakistan)","","Pakistan","2020-10-21","PAK62383","Protests",586,"Multan","On 21 October 2020, civil society members, journalists, trade unions and media workers protested in Multan city (Multan, Punjab), against the arrest of Jang/Geo Group Editor-in-Chief and demanded his release. He was arrested in connection with an accountability case, however his arrest is believed to be an attack on media freedom.","Peaceful protest",2020,150,"1","2025-07-25T08:45:53.705055Z",1092,65.09,"NA","NA","against:illegal arrest","national","","anti-gov","","","police_brutality","","civil society members, journalists, trade unions and media workers","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","unknown","none","no","2025-07-25T08:45:53.705079Z"
"Protesters (Pakistan)","","Pakistan","2020-10-21","PAK62366","Protests",586,"Badin","On 21 October 2020, journalists and media workers protested in Badin city (Badin, Sindh), against the arrest of Jang/Geo Group Editor-in-Chief and demanded his release. He was arrested in connection with an accountability case, however his arrest is believed to be an attack on media freedom.","Peaceful protest",2020,151,"1","2025-07-25T08:46:58.171479Z",1093,63.175,"NA","NA","against:illegal arrest","national","","anti-gov","","","police_brutality","","journalists and media workers ","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","unknown","none","no","2025-07-25T08:46:58.171498Z"
"Protesters (Pakistan)","","Pakistan","2020-10-01","PAK61605","Protests",586,"Badin","On 1 October 2020, journalists and media workers protested in Badin city (Badin, Sindh), against the arrest of Jang/Geo Group Editor-in-Chief and demanded his release. He was arrested in connection with an accountability case, however his arrest is believed to be an attack on media freedom.","Peaceful protest",2020,152,"1","2025-07-25T08:47:48.042352Z",1094,48.426,"NA","NA","against:illegal arrest","national","","anti-gov","","","police_brutality","","journalists and media workers","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","unknown","none","no","2025-07-25T08:47:48.042374Z"
"Protesters (Iran)","","Iran","2021-04-07","IRN9107","Protests",364,"Rasht","On 7 April 2021, retirees and pensioners protested in front of the Social Security Organization of Iran building in Rasht city (Gilan) over various demands including resolving problems with supplementary insurance, paying end of year bonuses, increased pensions and further pension adjustment measure, as well as calculating records of high risk jobs into said adjustments.","Peaceful protest",2021,153,"1","2025-07-25T08:48:46.003624Z",1095,56.315,"NA","NA","for:pension reform","national","","anti-gov","","","labor_wage_dispute","","retirees and pensioners","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","none","no","2025-07-25T08:48:46.003645Z"
"Protesters (Iran)","","Iran","2021-04-07","IRN9108","Protests",364,"Khorramabad","On 7 April 2021, retirees and pensioners protested in front of the Social Security Organization of Iran building in Khorramabad city (Lorestan) over various demands including resolving problems with supplementary insurance, paying end of year bonuses, increased pensions and further pension adjustment measure, as well as calculating records of high risk jobs into said adjustments.","Peaceful protest",2021,154,"1","2025-07-25T08:49:44.711316Z",1096,53.268,"NA","NA","for:pension reform","national","","anti-gov","","","labor_wage_dispute","","retirees and pensioners","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","none","no","2025-07-25T08:49:44.711335Z"
"Protesters (Lebanon)","","Lebanon","2021-03-15","LBN8836","Protests",422,"Dahr el Ain","On 15 March 2021, nationwide demonstrations continued for the 14th day as Lebanon's currency hit a new low against the dollar, further worsening economic and social conditions. Protesters stood on a road in Dahr el Ain (Koura) to block it.","Peaceful protest",2021,155,"1","2025-07-25T08:51:05.115322Z",1097,69.368,"NA","NA","against:inflation","national","","anti-gov","","","price_tax_policy","","activisits","no","","ignore","","policy_change","","","","","protest","commission","concentration","roadblock","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","none","no","2025-07-25T08:51:05.115345Z"
"Protesters (China)","","China","2021-03-15","CHN9790","Protests",156,"Zhenba","Around 15 March 2021 (as reported), as many as 100 workers protested in Zhenba county (Hanzhong, Shaanxi) to demand for wage arrears owed by a construction company.","Peaceful protest",2021,156,"1","2025-07-25T08:52:13.997047Z",1098,67.448,"NA","NA","for:wages","NA (only non-gov)","as many as 100","non-gov target","as many as 100","50-99","labor_wage_dispute","","workers","no","[{""number"":100}]","ignore","","policy_change","","","","as many as 100","protest","commission","concentration","protest","neutral","nonviolent","","no","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","10_to_100","none","no","2025-07-25T08:52:13.997068Z"
"Protesters (Pakistan)","","Pakistan","2014-03-16","PAK21952","Protests",586,"Gandakha","Protests gripped Gandakha following the alleged desecration of the Holy Quran by a Hindu youth in Larkana.","Peaceful protest",2014,157,"1","2025-07-25T08:53:29.410971Z",1099,73.488,"NA","NA","for:reglion","NA (only non-gov)","","non-gov target","","","","","","no","","","","unknown","","","","","","","","","","","","no","no_escalation","org_riot","","religious_discrimination","","","unknown","none","no","2025-07-25T08:53:29.410994Z"
"Protesters (Ethiopia)","","Ethiopia","2015-12-08","ETH2191","Protests",231,"Kurfa Roka","Students protested against the government agenda in Kurfa Roka Secondary School as part of the second round of Oromo protests.","Peaceful protest",2015,158,"1","2025-07-25T08:54:29.569639Z",1100,58.622,"NA","NA","against:government agenda","national","","anti-gov","","","political_behavior_process","","students","no","","ignore","","unknown","","","","","protest","commission","concentration","protest","neutral","nonviolent","","no","no_escalation","org_demo (clear leadership/organization)","","unknown","","","unknown","none","no","2025-07-25T08:54:29.569662Z"
"Protesters (Poland)","","Poland","2021-05-12","POL2506","Protests",616,"Torun","On 12 May 2021, activists affiliated with the Feminist Revolutionary Brigade gathered for a rally in Torun, protesting against the recent restriction of abortions in Poland.","Peaceful protest",2021,159,"1","2025-07-25T08:55:17.061145Z",1101,45.817,"NA","NA","against:abortion restrictions","national","","anti-gov","","","social_restriction","","activists affiliated with the Feminist Revolutionary Brigade","","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","unknown","none","no","2025-07-25T08:55:17.061167Z"
